doi,title,year,is_oa,pdf_source,pdf_url,decision,similarity_score
10.18653/v1/2025.findings-acl.522,Fine-grained Knowledge Enhancement for Retrieval-Augmented Generation,2025,True,,https://aclanthology.org/2025.findings-acl.522.pdf,Exclude,0.3832952082157135
10.1145/3626772.3661370,Retrieval-Augmented Generation with Knowledge Graphs for Customer Service Question Answering,2024,True,repository,https://arxiv.org/pdf/2404.17723,Exclude,0.1955775022506714
10.18653/v1/2025.bionlp-share.26,LaySummX at BioLaySumm: Retrieval-Augmented Fine-Tuning for Biomedical Lay Summarization Using Abstracts and Retrieved Full-Text Context,2025,True,,https://aclanthology.org/2025.bionlp-share.26.pdf,Exclude,0.3308485746383667
10.18653/v1/2025.findings-naacl.441,CLERC: A Dataset for U. S. Legal Case Retrieval and Retrieval-Augmented Analysis Generation,2025,True,,https://aclanthology.org/2025.findings-naacl.441.pdf,Exclude,0.35427340865135193
10.47709/brilliance.v5i2.6719,Development of an Academic Services Chatbot Based on Retrieval-Augmented Generation (RAG),2025,True,publisher,https://jurnal.itscience.org/index.php/brilliance/article/download/6719/4921,Include,0.3796660304069519
10.5121/ijnlc.2020.9101,On the Relevance of Query Expansion Using Parallel Corpora and Word Embeddings to Boost Text Document Retrieval Precision,2020,True,publisher,https://doi.org/10.5121/ijnlc.2020.9101,Exclude,0.42649129033088684
10.52783/jisem.v10i37s.6508,Integration of Retrieval-Augmented Generation and Multimodal Technologies for Advanced Virtual Research Assistants,2025,True,publisher,https://jisem-journal.com/index.php/journal/article/download/6508/3017,Exclude,0.32176700234413147
10.18653/v1/2022.emnlp-main.375,MuRAG: Multimodal Retrieval-Augmented Generator for Open Question Answering over Images and Text,2022,True,,https://aclanthology.org/2022.emnlp-main.375.pdf,Exclude,0.25362688302993774
10.55606/jurritek.v4i3.6664,Chatbot Layanan Akademik Calon Mahasiswa UCIC Menggunakan Metode Retrieval-Augmented Generation,2025,True,publisher,https://prin.or.id/index.php/JURRITEK/article/download/6664/4880,Exclude,0.3327425420284271
10.5220/0010177301180128,Amharic Document Representation for Adhoc Retrieval,2020,True,repository,https://hal.science/hal-02960435/document,Exclude,0.4176064729690552
10.18653/v1/2022.naacl-srw.7,Retrieval-augmented Generation across Heterogeneous Knowledge,2022,True,,https://aclanthology.org/2022.naacl-srw.7.pdf,Exclude,0.3424193859100342
10.18653/v1/2025.findings-acl.163,SimGRAG: Leveraging Similar Subgraphs for Knowledge Graphs Driven Retrieval-Augmented Generation,2025,True,,https://aclanthology.org/2025.findings-acl.163.pdf,Exclude,0.25028449296951294
10.56726/irjmets50070,"Enhancing Data Engineering Efficiency with AI: Utilizing Retrieval-Augmented Generation, Reinforcement Learning from Human Feedback, and Fine-Tuning Techniques",2024,True,publisher,https://doi.org/10.56726/irjmets50070,Exclude,0.28284430503845215
10.18653/v1/2025.magmar-1.3,VoxRAG: A Step Toward Transcription-Free RAG Systems in Spoken Question Answering,2025,True,,https://aclanthology.org/2025.magmar-1.3.pdf,Exclude,0.20461787283420563
10.18653/v1/2025.findings-naacl.149,Evaluating Self-Generated Documents for Enhancing Retrieval-Augmented Generation with Large Language Models,2025,True,,https://aclanthology.org/2025.findings-naacl.149.pdf,Exclude,0.4607091248035431
10.33395/sinkron.v9i2.14824,A Systematic Review of Retrieval-Augmented Generation for Enhancing Domain-Specific Knowledge in Large Language Models,2025,True,publisher,https://jurnal.polgan.ac.id/index.php/sinkron/article/download/14824/3303,Exclude,0.4124874770641327
10.18653/v1/2022.emnlp-main.675,VisToT: Vision-Augmented Table-to-Text Generation,2022,True,,https://aclanthology.org/2022.emnlp-main.675.pdf,Exclude,0.1927652359008789
10.1007/978-3-319-93935-3_8,Leveraging Entities in Document Retrieval,2018,True,publisher,https://link.springer.com/content/pdf/10.1007%2F978-3-319-93935-3_8.pdf,Exclude,0.4347129464149475
10.18653/v1/2023.emnlp-main.721,Reward-Augmented Decoding: Efficient Controlled Text Generation With a Unidirectional Reward Model,2023,True,,https://aclanthology.org/2023.emnlp-main.721.pdf,Exclude,0.24522823095321655
10.37394/23209.2025.22.23,Enhancing Language Models with Retrieval-Augmented Generation A Comparative Study on Performance,2025,True,publisher,https://doi.org/10.37394/23209.2025.22.23,Exclude,0.4306805431842804
10.18653/v1/2025.findings-acl.491,EC-RAFT: Automated Generation of Clinical Trial Eligibility Criteria through Retrieval-Augmented Fine-Tuning,2025,True,,https://aclanthology.org/2025.findings-acl.491.pdf,Exclude,0.21110649406909943
10.18653/v1/2021.emnlp-main.148,Robust Retrieval Augmented Generation for Zero-shot Slot Filling,2021,True,publisher,https://aclanthology.org/2021.emnlp-main.148.pdf,Exclude,0.30329394340515137
10.18653/v1/2025.bionlp-share.6,heiDS at ArchEHR-QA 2025: From Fixed-k to Query-dependent-k for Retrieval Augmented Generation,2025,True,,https://aclanthology.org/2025.bionlp-share.6.pdf,Exclude,0.32899343967437744
10.18653/v1/2025.findings-acl.418,Towards Adaptive Memory-Based Optimization for Enhanced Retrieval-Augmented Generation,2025,True,,https://aclanthology.org/2025.findings-acl.418.pdf,Exclude,0.36081263422966003
10.34218/ijcet_16_01_277,ENHANCED RETRIEVAL-AUGMENTED GENERATION FOR STUDENT MENTAL HEALTH SUPPORT USING GENERATIVE ARTIFICIAL INTELLIGENCE,2025,True,publisher,https://doi.org/10.34218/ijcet_16_01_277,Exclude,0.20838713645935059
10.18653/v1/2025.findings-naacl.409,Inference Scaling for Bridging Retrieval and Augmented Generation,2025,True,,https://aclanthology.org/2025.findings-naacl.409.pdf,Exclude,0.35768696665763855
10.18653/v1/2025.findings-acl.166,GeAR: Generation Augmented Retrieval,2025,True,,https://aclanthology.org/2025.findings-acl.166.pdf,Exclude,0.30842146277427673
10.1101/2025.09.24.25336524,PGxRAG: A Retrieval Augmented Generation supported Pharmacogenomics Assistant,2025,True,repository,https://www.medrxiv.org/content/medrxiv/early/2025/09/25/2025.09.24.25336524.full.pdf,Exclude,0.348541259765625
10.64552/wipiec.v11i1.95,Queryable Microarchitecture Knowledge Base using Retrieval-Augmented Generation,2025,True,publisher,https://wipiec.digitalheritage.me/index.php/wipiecjournal/article/download/95/79,Exclude,0.30738845467567444
10.18653/v1/2025.acl-long.1370,Document-Level Text Generation with Minimum Bayes Risk Decoding using Optimal Transport,2025,True,,https://aclanthology.org/2025.acl-long.1370.pdf,Exclude,0.34854981303215027
10.36347/sjet.2025.v13i05.003,Retrieval-Augmented Generation and Hallucination in Large Language Models: A Scholarly Overview,2025,True,publisher,https://saspublishers.com/article/22183/download/,Exclude,0.39568763971328735
10.34218/ijcet_16_01_189,ADVANCING REAL-TIME CONTEXT-AWARE RETRIEVAL AUGMENTED GENERATION (RAG) SYSTEMS WITH MULTI-MODAL DATA INTEGRATION,2025,True,publisher,https://doi.org/10.34218/ijcet_16_01_189,Exclude,0.2634834349155426
10.18653/v1/2025.acl-srw.32,Question Decomposition for Retrieval-Augmented Generation,2025,True,,https://aclanthology.org/2025.acl-srw.32.pdf,Exclude,0.35372257232666016
10.21275/sr23814083658,Multi - Feature based Logo Identification and Retrieval from Document Images,2023,True,publisher,http://doi.org/10.21275/sr23814083658,Exclude,0.176341712474823
